student_id,age,gender,residency,socioeconomic_status,parental_education,family_income,distance_to_university,study_hours_weekly,attendance_rate,library_usage,extracurricular_activities,internet_access,device_ownership,previous_grade,math_score,science_score,english_score,study_group_participation,scholarship_status,campus_housing,part_time_job,commute_time,sleep_hours,stress_level,course_load,faculty,year_of_study,mobile_money_usage,health_status,academic_performance,study_hours_binned,total_score
3940,26,Male,Urban,Low,Primary,17639.57,60.9,16.9,0.533657336,11.8,None,Yes,Smartphone,69.2,60.7,54.5,60.2,Yes,Full,Off-Campus,Yes,42.2,6.7,Moderate,11.2,Sciences,3rd,3341.29,Fair,Good,Moderate,58.46666666666667
3941,19,Male,Urban,High,Secondary,5789.71,86.5,6.1,0.963478907,-1,Both,No,Laptop,73.9,57.2,64,48,Yes,Partial,Off-Campus,No,11.6,6,High,13.1,Engineering,4th,1012.87,Good,Poor,Low,56.4
3942,25,Female,Urban,Low,Tertiary,54047.53,6.9,13.4,0.574405243,7.4,Sports,No,Laptop,43.1,82.6,66.1,81.2,No,Partial,On-Campus,No,44.2,7.4,Moderate,18.3,Engineering,1st,60.9,Fair,Excellent,Moderate,76.63333333333333
3943,30,Female,Urban,Low,None,56919.4,82.4,13.9,0.970664186,3.3,Sports,Yes,Smartphone,92.7,66,48.9,77.4,Yes,None,Off-Campus,No,48.3,6.1,Low,13.2,Education,2nd,439.01,Fair,Excellent,Moderate,64.1
3944,27,Female,Rural,Middle,Secondary,32672.39,41.4,12,0.949813126,3.8,Clubs,No,Both,72.3,58.7,59.9,79.7,No,Full,On-Campus,Yes,14.8,5.1,High,16.2,Engineering,2nd,5182.29,Good,Poor,Moderate,66.1
3945,21,Female,Rural,Low,Secondary,5048.2,52.8,15.2,0.529058574,-1,Both,Yes,Both,48.4,29.3,69.5,62.1,No,None,Off-Campus,No,27.6,8.2,Moderate,14,Sciences,1st,1853.39,Excellent,Poor,Moderate,53.63333333333333
3946,27,Female,Urban,Middle,Tertiary,23964.06,12.9,15.5,0.929196507,2.5,Clubs,Yes,Both,88.9,72.4,64.2,51.6,Yes,None,On-Campus,No,49.9,5.1,High,18.6,Arts,4th,2912.23,Excellent,Average,Moderate,62.733333333333334
3947,30,Female,Urban,Low,Tertiary,38468.59,85.2,15,0.813890363,4.4,Both,Yes,None,50.4,57.1,29.7,51.8,No,None,Off-Campus,No,21.7,6.5,High,19.3,Sciences,1st,4556.1,Fair,Good,Moderate,46.2
3948,28,Female,Rural,Low,Tertiary,43064.78,45,14.1,0.657939775,11.1,Clubs,Yes,Laptop,79.8,36.1,37.6,66,No,None,Off-Campus,No,0.4,9.2,Moderate,12.4,Sciences,1st,-1633.31,Excellent,Poor,Moderate,46.56666666666667
3949,29,Male,Urban,Middle,Primary,10688.31,82.3,16.5,0.662387461,1.6,Both,No,None,59.2,28.3,61.9,83,Yes,None,Off-Campus,No,19.4,6.6,High,12.1,Sciences,2nd,3076.81,Good,Poor,Moderate,57.733333333333334
3950,23,Other,Rural,Middle,Tertiary,-8630.91,34.1,11.7,0.794326846,0.7,None,No,Both,98.3,80.6,57.4,43.2,No,Partial,Off-Campus,No,12.9,7.9,Low,16.6,Engineering,1st,3115.3,Good,Average,Moderate,60.4
3951,21,Female,Urban,Low,Secondary,34011.22,47.5,12.9,0.621133431,0.9,Clubs,No,None,97,62,77.4,88.1,No,None,On-Campus,No,29.1,8.1,Low,15.3,Arts,3rd,75.06,Fair,Good,Moderate,75.83333333333333
3952,26,Male,Urban,Middle,Primary,31614.25,21.5,18.6,0.7481949566658948,2,Both,Yes,None,69.8,35.3,64.9,61.7,No,None,Off-Campus,Yes,21.7,6.5,Low,12.8,Business,4th,2452.76,Excellent,NA,Moderate,53.96666666666667
3953,26,Female,Urban,Low,Primary,14164.36,15.3,20.5,0.916241968,1.5,Sports,Yes,Smartphone,58.7,48.8,43.8,52.9,Yes,None,Off-Campus,Yes,35.1,6.4,Low,17.6,Arts,1st,1635.68,Good,Excellent,High,48.5
3954,24,Female,Rural,Low,Secondary,29373.99,70.4,17.9,0.604060972,4.9,Sports,Yes,Laptop,74.8,44.3,45.8,57.4,No,None,On-Campus,No,18.2,10.1,High,19.7,Sciences,1st,4826.52,Fair,Poor,Moderate,49.166666666666664
3955,19,Female,Rural,Middle,Secondary,33612.6,95.9,17.2,0.771686461,5.4,Clubs,Yes,Smartphone,54.4,45.8,35.8,44.2,Yes,Partial,Off-Campus,Yes,21.4,7.4,High,18,Engineering,3rd,3948.5,Good,Poor,Moderate,41.93333333333333
3956,23,Male,Urban,Low,Secondary,23857.66,94.1,12.2,0.596244615,3.5,Sports,Yes,Laptop,47.6,58.7,60.5,75.8,No,Full,Off-Campus,No,32.5,5.5,Moderate,15.8,Business,3rd,3106.23,Excellent,Good,Moderate,65
3957,19,Male,Urban,High,Primary,9403.15,11,9.4,0.564162372,6.8,Clubs,No,None,79.6,69.2,56.9,81.5,No,None,Off-Campus,No,27.6,3.9,High,10.6,Education,3rd,3829.47,Good,Poor,Low,69.2
3958,29,Female,Urban,Low,Tertiary,11617.4,24.2,25.1,0.881249907,6.1,Both,Yes,Smartphone,85.7,80.3,59.3,79,No,None,On-Campus,No,57.4,9.7,Low,15.7,Engineering,4th,5504.29,Fair,Excellent,High,72.86666666666666
3959,29,Female,Rural,Middle,Secondary,5743.3,93.3,16,0.70057642,4.6,None,Yes,Laptop,96.2,58.6,70.1,63.6,Yes,None,Off-Campus,Yes,17.2,5.5,High,9.9,Engineering,2nd,5419.09,Fair,Average,Moderate,64.1
3960,23,Male,Rural,Middle,Secondary,25308.745,70.2,10.3,0.538701734,2.8,None,Yes,Both,67,67.1,85.3,64.6,Yes,Partial,On-Campus,No,42.2,7,Low,13.3,Education,4th,3275.55,Fair,Good,Moderate,72.33333333333333
3961,30,Male,Urban,Low,Tertiary,-4001.34,1,10.1,0.889680314,2.1,Both,Yes,Laptop,72.3,64.5,91.8,58.9,Yes,Full,On-Campus,No,53.2,5.2,Low,12.8,Business,2nd,2567.99,Excellent,Excellent,Moderate,71.73333333333333
3962,26,Male,Urban,Low,Primary,43750.29,23.7,13,0.899516806,7.4,Both,Yes,None,76.9,65.5,55,74.8,No,None,Off-Campus,Yes,27.6,6,High,16.8,Education,3rd,-494.04,Excellent,Average,Moderate,65.1
3963,18,Male,Rural,Middle,Tertiary,41208.55,76.4,22.3,0.606778971,2.9,Both,Yes,None,60.1,44.9,67.7,61.2,No,Full,On-Campus,Yes,46.7,5.3,High,16.7,Engineering,4th,2918.63,Good,Good,High,57.93333333333334
3964,23,Female,Urban,Low,Primary,8377.57,25.6,17.4,0.879600315,2,Both,Yes,Laptop,51.9,38.4,59.8,43.7,Yes,None,Off-Campus,No,52.2,5.3,Moderate,13.7,Sciences,2nd,3870.01,Fair,Average,Moderate,47.3
3965,23,Male,Rural,Middle,None,26864.22,41,18.4,0.661618529,2.9,None,Yes,Laptop,55.5,50.9,68.9,73.3,No,None,On-Campus,No,52.6,8.3,Moderate,14.7,Sciences,2nd,4497.7,Fair,Good,Moderate,64.36666666666667
3966,25,Male,Urban,Middle,Primary,10318.87,66.3,10.2,0.714418254,5.9,None,Yes,Laptop,52.9,45.7,38.4,54.2,No,None,Off-Campus,No,18.5,8.3,Low,16.5,Business,1st,2109.43,Fair,Poor,Moderate,46.1
3967,25,Male,Rural,Low,Primary,9224.68,22.7,11.8,0.58957547,9.6,None,Yes,Smartphone,96.3,36.3,70.2,85.2,No,None,Off-Campus,No,30.2,5.8,Low,16.2,Business,1st,3485.02,Excellent,Poor,Moderate,63.9
3968,20,Male,Urban,Middle,Secondary,25308.745,69.5,12.4,0.836777504,5.5,Sports,Yes,Laptop,55.1,59.2,43.6,87.4,No,None,Off-Campus,Yes,39,4.8,Moderate,15.3,Business,3rd,5878.45,Good,Average,Moderate,63.400000000000006
3969,21,Male,Urban,Middle,Primary,25861.58,40.5,13.1,0.546137826,4.3,Both,Yes,Smartphone,46.1,54.3,50.1,55.4,No,None,Off-Campus,No,31.9,6.9,Low,19.8,Arts,3rd,-1164.85,Fair,Poor,Moderate,53.266666666666666
3970,28,Male,Urban,High,Tertiary,32176.21,79.7,16.7,0.723753259,5.3,Sports,Yes,None,47.1,54.9,52.7,37.1,Yes,Full,On-Campus,Yes,12.7,9.5,Moderate,11.3,Business,2nd,4340.98,Good,Excellent,Moderate,48.233333333333334
3971,25,Male,Urban,Middle,Primary,644.95,18.7,16.7,0.97118161,4,Sports,Yes,Both,88.7,61.1,46.6,42.5,Yes,Partial,Off-Campus,No,42.8,5.1,High,10.3,Engineering,2nd,2541.04,Good,Average,Moderate,50.06666666666667
3972,27,Female,Rural,Low,Primary,21712.79,13.1,19.7,0.66696765,4.6,Sports,No,Smartphone,58.1,76.7,63.3,77.1,No,None,On-Campus,Yes,44.1,5.7,Low,20.6,Business,1st,8667.06,Fair,Excellent,Moderate,72.36666666666666
3973,28,Female,Urban,Middle,Secondary,-12718.855,76.8,11.1,0.614027001,7,Clubs,Yes,Smartphone,54.1,58.1,69.2,63,No,None,On-Campus,No,36.3,5,High,14.9,Education,2nd,6042.73,Excellent,Poor,Moderate,63.43333333333334
3974,25,Female,Rural,Middle,Secondary,25308.745,34.6,23,0.737339417,5.7,Clubs,Yes,None,48.3,77.3,63.9,60.7,Yes,None,On-Campus,Yes,42.5,10.6,High,15,Education,1st,5804.16,Excellent,Excellent,High,67.3
3975,27,Male,Urban,Low,Primary,44002.74,8.6,12.1,0.987797509,8.2,Sports,Yes,Laptop,47.8,70.5,74.5,50.2,No,None,On-Campus,Yes,48.7,10.9,Moderate,13.4,Engineering,2nd,2882.65,Excellent,Excellent,Moderate,65.06666666666666
3976,27,Female,Rural,Middle,None,25104.74,5.8,7.4,0.546635598,11.6,None,Yes,Laptop,89.1,38.6,40.9,68.5,No,Full,Off-Campus,Yes,53.2,6.2,High,12.2,Engineering,2nd,3923.23,Good,Poor,Low,49.333333333333336
3977,19,Male,Urban,Low,Tertiary,10607.88,75.7,15.9,0.758382891,3.7,Clubs,Yes,Laptop,56.4,50.2,58.9,75.8,Yes,Full,On-Campus,Yes,38.9,9,High,12.2,Arts,4th,2187.46,Good,Average,Moderate,61.63333333333333
3978,30,Male,Rural,Low,Secondary,30608.69,68.6,21.2,0.865356947,5.4,None,Yes,Both,40.4,44.3,48,54.1,Yes,Full,On-Campus,No,48.9,8.1,High,17.5,Education,3rd,1220.46,Good,Poor,High,48.8
3979,26,Male,Rural,High,Secondary,18431.89,96.4,15.3,0.7481949566658948,5.4,Clubs,Yes,None,54,56.7,36.3,75.9,No,None,Off-Campus,Yes,53,5.3,Low,19.3,Business,4th,2139.85,Fair,NA,Moderate,56.300000000000004
3980,26,Male,Urban,Low,Primary,38301.02,27,24.1,0.805939317,8.9,Both,No,Laptop,73.3,67.9,88.7,72.6,Yes,None,Off-Campus,No,30.8,7,Low,14.2,Business,3rd,3487.46,Good,Excellent,High,76.4
3981,28,Male,Urban,Low,Secondary,33488.76,32.6,21.7,0.966107836,6.3,Sports,No,Laptop,91.5,65.7,54.1,54.2,No,None,Off-Campus,Yes,18.2,6,High,17,Sciences,4th,372.02,Excellent,Good,High,58
3982,27,Female,Urban,Middle,Secondary,5625.1,6.5,13.6,0.59299898,7.3,Clubs,Yes,None,66.9,58.8,65,52,No,None,Off-Campus,No,24.6,7.4,Moderate,16.3,Engineering,1st,4750.48,Fair,Average,Moderate,58.6
3983,20,Male,Rural,Low,Secondary,7610.2,77.2,12.6,0.686397802,4.8,Clubs,Yes,Laptop,81.5,44.1,54.7,62.5,Yes,None,Off-Campus,Yes,41.6,8.4,Moderate,16.1,Engineering,1st,4757.18,Fair,Good,Moderate,53.766666666666666
3984,20,Male,Rural,Middle,Primary,21150.09,42,15.1,0.554790826,0.2,Both,Yes,Laptop,90.4,64.2,55.6,70.7,No,Partial,Off-Campus,Yes,18,7.1,Low,14.6,Sciences,1st,4999.98,Good,Good,Moderate,63.5
3985,19,Female,Urban,Middle,Primary,17488.52,28,14.3,0.982920557,4,None,Yes,Smartphone,68,73.2,34.8,77.9,Yes,None,On-Campus,No,48.2,9.9,Moderate,13,Engineering,3rd,1447.14,Fair,Good,Moderate,61.96666666666667
3986,20,Male,Rural,Low,Secondary,26280.91,80.3,11,0.77219467,7.6,Clubs,No,Both,79.7,62,67.2,66.5,Yes,None,Off-Campus,No,31.4,6.4,Low,13.9,Education,2nd,2875.66,Excellent,Average,Moderate,65.23333333333333
3987,30,Other,Rural,Middle,Tertiary,30794.49,31,17.6,0.972214912,8.7,None,Yes,Smartphone,93.2,80,72.9,36.7,Yes,None,On-Campus,No,43.9,7.8,High,12.1,Sciences,1st,3276.97,Good,Average,Moderate,63.2
3988,26,Male,Urban,Middle,Tertiary,29474.43,95.6,14.7,0.612412517,11.1,Sports,No,Laptop,90.6,65.4,50.3,67.3,Yes,None,Off-Campus,No,11.8,7,Moderate,20.4,Engineering,2nd,3713.15,Fair,Average,Moderate,61
3989,23,Female,Rural,Middle,Tertiary,31003.79,52.4,9.4,0.991559842,8.5,Sports,Yes,None,40,68.7,68.6,62.5,No,Full,On-Campus,No,17.8,8.3,Moderate,19.1,Engineering,4th,-326.96,Good,Average,Low,66.6
3990,27,Female,Urban,Low,Secondary,25022.25,80.2,13.9,0.576172467,1.6,Sports,Yes,None,63.3,55.3,64.9,72.7,No,None,Off-Campus,No,28.1,8.3,Low,10.2,Education,1st,181,Excellent,Good,Moderate,64.3
3991,29,Female,Rural,Low,Primary,37529.7,32.8,15.2,0.628901243,4.6,None,Yes,None,97.9,44.5,93.1,86.4,Yes,None,On-Campus,No,41.9,4.5,Low,11.4,Business,4th,1927.34,Excellent,Average,Moderate,74.66666666666667
3992,17,Female,Urban,Low,Tertiary,3874.41,49.3,14.5,0.7481949566658948,1.4,None,Yes,Laptop,50,44.6,66.4,50.1,Yes,None,Off-Campus,No,26.3,8.7,Moderate,20.7,Education,1st,934.39,Fair,NA,Moderate,53.7
3993,23,Female,Rural,Middle,Secondary,43950.74,64.6,21.3,0.980173682,7.6,Both,No,Laptop,56.4,68,54.3,45,No,None,On-Campus,Yes,24.9,5.9,Low,11.4,Business,4th,780.08,Fair,Excellent,High,55.766666666666666
3994,25,Male,Urban,Low,Primary,7799.77,56.6,13.4,0.830519955,-2.1,None,Yes,None,91,64.2,67.9,76.9,No,None,Off-Campus,No,48.2,10.2,High,16.6,Arts,1st,354.16,Fair,Good,Moderate,69.66666666666667
3995,19,Female,Rural,Middle,Secondary,41070.72,5.1,17.2,0.7481949566658948,4.9,Sports,Yes,Laptop,92.4,82,79.7,79.9,Yes,Partial,On-Campus,Yes,25.4,6.5,Low,14.9,Engineering,2nd,638.81,Excellent,NA,Moderate,80.53333333333333
3996,23,Male,Urban,Low,Secondary,43751.63,75.9,16.9,0.7481949566658948,4.4,None,Yes,Smartphone,86.6,70,51.9,77.9,Yes,None,On-Campus,No,-11.5,5.7,High,20.5,Sciences,4th,4070.16,Excellent,NA,Moderate,66.6
3997,20,Male,Rural,High,Tertiary,19857.73,6.1,11.5,0.664638529,7,Both,Yes,Both,64.5,52.2,56.7,62.8,No,None,Off-Campus,No,15.2,5.5,Moderate,14.4,Arts,4th,3781.32,Fair,Poor,Moderate,57.233333333333334
3998,25,Male,Urban,High,Primary,17122.79,25.1,12.3,0.539954298,2.1,None,Yes,Both,49.4,71.8,68.2,76.3,Yes,None,On-Campus,No,19.9,7.4,Low,15.7,Sciences,3rd,3295.7,Good,Good,Moderate,72.1
3999,20,Other,Urban,Low,Secondary,39900.07,33.7,15.9,0.871436592,4.5,None,Yes,Both,83.9,40.4,73.9,33.3,No,None,On-Campus,No,70.1,7.4,Low,13.8,Sciences,4th,3086.93,Excellent,Good,Moderate,49.2
4000,22,Male,Urban,Middle,Primary,-4092.47,35.2,10.3,0.937845897,9.1,Sports,Yes,Smartphone,61.7,63.8,66.4,51.3,Yes,None,On-Campus,No,42,8.7,Moderate,21.4,Arts,4th,2190.19,Good,Good,Moderate,60.5
4001,21,Female,Urban,Low,Primary,25308.745,93.8,16.6,0.655354127,10.2,Both,Yes,Laptop,84.1,55,80.5,64.5,No,None,On-Campus,Yes,35.1,4.8,Low,15.8,Arts,2nd,5354.59,Excellent,Good,Moderate,66.66666666666667
4002,25,Male,Urban,High,Primary,25308.745,54.7,16.2,0.520619579,3,Sports,Yes,Smartphone,56.7,41.7,59.2,56.9,No,None,On-Campus,No,32.7,8.5,Low,15.7,Business,1st,4174.17,Good,Average,Moderate,52.6
4003,22,Male,Urban,Middle,Secondary,30478.17,10.8,18.8,0.652097362,5,Both,Yes,Smartphone,91.4,89.7,79.6,55.8,Yes,Partial,On-Campus,No,55.3,7.5,High,8.1,Sciences,4th,418.89,Excellent,Good,Moderate,75.03333333333333
4004,25,Male,Urban,Middle,Tertiary,42416.41,80.7,11.3,0.681907726,2.7,Sports,Yes,Both,60.3,94.7,55.5,57.1,Yes,None,On-Campus,Yes,28.9,6.7,Moderate,12.8,Engineering,2nd,5456.33,Fair,Average,Moderate,69.1
4005,26,Male,Rural,Low,Secondary,16482.69,71.2,0.7,0.89494623,0.9,Clubs,Yes,Laptop,99.4,42.2,69.9,53.9,Yes,None,Off-Campus,No,47,7,Moderate,20.3,Business,3rd,718.9,Good,Poor,Low,55.333333333333336
4006,25,Female,Urban,Middle,Secondary,25007.03,82.8,15.6,0.932591212,9.6,Clubs,Yes,Laptop,85.1,77.3,57.5,40.4,No,Partial,On-Campus,No,26.3,7.3,Low,20.1,Sciences,1st,2238.94,Good,Excellent,Moderate,58.4
4007,26,Male,Urban,Middle,Tertiary,43168.54,71.4,16,0.80440198,7.8,Clubs,Yes,Smartphone,78.1,40.6,62.5,58.2,Yes,None,On-Campus,No,26.9,5.1,Low,17.8,Sciences,1st,3229.56,Fair,Good,Moderate,53.766666666666666
4008,19,Male,Urban,High,Secondary,-5321.94,22.6,7,0.906346287,7.1,None,Yes,None,91.5,72.3,55,91.2,Yes,None,Off-Campus,No,19.8,6.7,Moderate,18.1,Education,2nd,8476.34,Good,Average,Low,72.83333333333333
4009,21,Female,Urban,Middle,Primary,22256.46,72.5,15.5,0.915726089,6.9,Both,Yes,None,77.6,49.5,68,59.1,No,None,On-Campus,No,-2.6,8.1,Moderate,25.5,Sciences,4th,4533.08,Fair,Excellent,Moderate,58.86666666666667
4010,27,Male,Rural,Low,Secondary,50543.32,16.4,17.6,0.536785694,1.9,None,Yes,None,64.3,67.7,77.4,80.7,Yes,None,Off-Campus,No,27.2,6.9,Low,10.5,Arts,3rd,573.49,Fair,Excellent,Moderate,75.26666666666667
4011,29,Male,Urban,High,Secondary,7062.4,27.2,14.3,0.611797006,8.9,Clubs,Yes,None,61.7,46.7,65.1,60.7,No,Partial,On-Campus,No,20.1,4.2,High,13.3,Education,4th,3997.66,Fair,Poor,Moderate,57.5
4012,27,Female,Urban,High,Secondary,21183.58,40.1,16.2,0.83222258,4.8,Clubs,Yes,Laptop,82.9,59.5,80.9,67,No,Partial,Off-Campus,No,43.8,5,Low,11,Arts,3rd,3242.71,Excellent,Average,Moderate,69.13333333333334
4013,21,Male,Rural,Low,Secondary,2364.64,7.9,17.5,0.818110508,1.1,Clubs,Yes,None,99.9,70.7,44.8,63.7,Yes,None,Off-Campus,Yes,26.1,6.3,Low,11.2,Business,4th,4741.98,Excellent,Good,Moderate,59.733333333333334
4014,28,Male,Urban,Low,Primary,25159.07,16,15.2,0.808313583,3.7,Clubs,Yes,Smartphone,62.8,64.9,53.9,50.8,Yes,Partial,On-Campus,Yes,26.2,8.5,High,14.1,Business,3rd,5341.22,Fair,Poor,Moderate,56.53333333333333
4015,24,Male,Urban,Middle,Tertiary,21081.97,88,6.8,0.765201438,6.8,Both,Yes,Laptop,53.8,69.1,75.8,48.7,No,None,Off-Campus,No,32.8,7.6,Moderate,16.2,Sciences,2nd,-333.29,Excellent,Average,Low,64.53333333333333
4016,22,Female,Urban,Low,None,6660.83,72.4,10.7,0.675428565,4.7,Clubs,Yes,Smartphone,43.1,70.2,81.5,54.2,No,None,On-Campus,No,20.8,7.1,High,13.8,Education,4th,5852.34,Fair,Good,Moderate,68.63333333333334
4017,26,Female,Urban,Middle,Primary,11668.59,37.1,16.8,0.969091838,2.7,Both,No,Smartphone,41,93.3,54.7,70,Yes,None,Off-Campus,No,42.1,7.8,Low,16.7,Business,4th,-489.87,Excellent,Excellent,Moderate,72.66666666666667
4018,19,Male,Urban,Low,Secondary,47457.7,39,14.6,0.681019146,4.4,Clubs,Yes,Smartphone,59.4,34.3,69.2,62.9,No,None,On-Campus,No,35.7,11.1,Moderate,13.9,Business,4th,-520.79,Fair,Average,Moderate,55.46666666666667
4019,26,Female,Urban,Low,Tertiary,13255.3,64,15.3,0.502081341,6.8,Clubs,Yes,Smartphone,71.2,60.4,72.5,86.9,Yes,None,Off-Campus,No,32.9,5.1,Low,13,Sciences,3rd,1024.64,Excellent,Average,Moderate,73.26666666666667
4020,20,Male,Rural,High,Primary,28367.58,25,16,0.890165646,3.4,None,Yes,None,76.6,50.7,76.8,78.8,Yes,None,On-Campus,No,27.8,5.1,Moderate,17.4,Sciences,3rd,2697.92,Good,Good,Moderate,68.76666666666667
4021,22,Male,Rural,Middle,None,-11213.43,35.4,20.5,0.896462014,1.7,Both,Yes,Both,72.8,41,87.2,65.1,No,None,On-Campus,Yes,46,6.6,High,17.3,Education,2nd,1483.64,Fair,Average,High,64.43333333333334
4022,29,Female,Rural,Low,Primary,19423.49,65.3,8.6,0.652875606,8.5,Both,Yes,Smartphone,51.7,52,66.7,65.8,Yes,None,Off-Campus,No,36.5,4.3,Low,14,Engineering,2nd,391.61,Excellent,Average,Low,61.5
4023,21,Female,Urban,Low,Secondary,37434.15,2.5,20.3,0.658096278,12.8,Clubs,Yes,Both,83.4,52,43.9,59.8,No,Partial,Off-Campus,No,38.4,5.9,Low,15.6,Arts,2nd,639.96,Fair,Average,High,51.9
4024,28,Male,Urban,Middle,None,24035.76,6.5,17.6,0.934421702,2.6,None,Yes,Both,52.3,58.8,72.5,63.2,Yes,None,On-Campus,No,10.5,8.2,Moderate,12.4,Engineering,4th,4060.63,Excellent,Excellent,Moderate,64.83333333333333
4025,19,Female,Rural,Low,Secondary,20253.71,82.5,24,0.963660609,8.2,Sports,Yes,Smartphone,53.6,69.8,60.9,60.1,Yes,Partial,On-Campus,Yes,18.3,5.6,High,15.3,Business,3rd,3591.91,Excellent,Excellent,High,63.6
4026,27,Female,Urban,Middle,Secondary,33852.56,57.7,1.4,0.900315169,3.7,Sports,No,Laptop,53.8,42.3,43.4,48.3,Yes,Partial,On-Campus,No,30.9,7.7,Moderate,12,Sciences,3rd,998.86,Good,Poor,Low,44.666666666666664
4027,25,Male,Rural,Middle,Secondary,-6742.86,35.9,19.5,0.75516282,6.4,Sports,Yes,Smartphone,98,67,57.2,46.7,No,None,On-Campus,No,28,5.5,Moderate,15.7,Sciences,1st,1655,Good,Excellent,Moderate,56.96666666666667
4028,26,Female,Urban,Low,Secondary,16128.29,73.1,18.7,0.974020842,7.1,None,Yes,Both,84.8,29.9,53,47.2,Yes,Full,On-Campus,No,28.5,7.8,Moderate,14.4,Business,4th,1283.06,Excellent,Good,Moderate,43.36666666666667
4029,19,Male,Urban,Low,Primary,21072.32,49.8,11.5,0.7481949566658948,2.7,Sports,Yes,Smartphone,54.8,62.4,70.7,65,No,None,On-Campus,No,23.7,7.6,Moderate,15.6,Engineering,3rd,4355.88,Excellent,NA,Moderate,66.03333333333333
4030,25,Male,Urban,Low,Secondary,4449.01,6.2,15.5,0.832109485,4.7,Both,No,None,49,61.5,78.9,60.1,No,None,Off-Campus,Yes,48.5,7.5,Moderate,15.2,Arts,3rd,3256.5,Fair,Average,Moderate,66.83333333333334
4031,20,Male,Rural,Middle,Tertiary,15707.23,61.1,5.3,0.759839434,7.2,Both,No,Smartphone,80.3,37.8,63.9,67.3,Yes,None,Off-Campus,Yes,27.5,8.5,Low,10.5,Engineering,2nd,3527.02,Fair,Poor,Low,56.33333333333333
4032,22,Female,Urban,Middle,Primary,46500.01,35.9,16.5,0.67749397,5.3,Both,No,Laptop,42,61.7,87,64.6,Yes,None,Off-Campus,No,11.2,6.5,Moderate,17.5,Engineering,4th,6659.89,Excellent,Good,Moderate,71.1
4033,29,Male,Urban,Middle,Primary,-12718.855,76.6,20.3,0.974320474,5.6,None,Yes,None,70.4,51.3,70.7,46.8,No,Full,On-Campus,Yes,18,5.7,Low,18.9,Sciences,3rd,-800.2,Excellent,Good,High,56.266666666666666
4034,18,Female,Rural,Middle,Secondary,43497.3,89.6,14.8,0.705695699,3.4,None,No,Smartphone,86.1,61.9,54,83.6,Yes,None,Off-Campus,No,43.6,5.7,Low,19.2,Business,3rd,313.42,Excellent,Good,Moderate,66.5
4035,19,Male,Urban,Middle,Secondary,12574.63,31.9,20.7,0.968594868,3.4,Both,Yes,Both,89.3,73.3,66.4,81.4,Yes,None,On-Campus,No,1.4,6.4,High,17.9,Sciences,3rd,6195.69,Excellent,Excellent,High,73.7
4036,21,Female,Urban,Middle,Primary,23372.89,7.8,13,0.634190929,8.5,None,Yes,Both,47.6,61.8,63.9,55.3,Yes,None,On-Campus,No,52.9,7.8,Low,16.1,Sciences,2nd,5828.21,Good,Good,Moderate,60.33333333333333
4037,22,Male,Rural,Middle,Tertiary,32943.83,66.3,16.1,0.692278782,4.3,Both,Yes,Both,57.6,74.6,76.6,51.1,Yes,None,On-Campus,No,39.5,4.5,High,13.7,Arts,1st,3351.95,Good,Good,Moderate,67.43333333333334
4038,24,Female,Urban,Middle,Secondary,23136.92,20,16.3,0.634888755,4,Clubs,Yes,Smartphone,73.3,71.8,50.2,48.9,No,Full,Off-Campus,Yes,25,5.7,High,16.2,Arts,3rd,4461.7,Excellent,Poor,Moderate,56.96666666666667
4039,24,Female,Rural,Low,Tertiary,-3161.43,8.6,10,0.793805053,6,Sports,Yes,Both,41.8,41.2,38.8,41,Yes,None,Off-Campus,No,31.1,6.9,High,19.2,Engineering,1st,2038.37,Good,Poor,Low,40.333333333333336
4040,28,Male,Urban,High,Secondary,17407.17,80.4,10.4,0.875967268,4.6,Both,Yes,Laptop,52.7,83.2,57.1,83.2,Yes,None,On-Campus,Yes,33.3,5.5,Low,22.7,Education,2nd,1174.63,Fair,Good,Moderate,74.5
4041,20,Male,Urban,Middle,Primary,34499.69,43.1,16.3,0.687643859,8.3,None,Yes,Both,98.9,61.4,44.2,61.6,No,Partial,On-Campus,No,15.4,5.7,Low,17.5,Education,4th,5248.94,Good,Average,Moderate,55.733333333333334
4042,23,Male,Urban,Middle,Secondary,16247.39,85.1,7.3,0.961014921,6,None,Yes,None,92.3,65.5,44.2,72.8,No,Partial,On-Campus,Yes,23.8,5.7,High,17.6,Arts,4th,2592.78,Excellent,Average,Low,60.833333333333336
4043,25,Female,Urban,High,Primary,25308.745,33.3,21.8,0.783380883,7.8,None,Yes,Laptop,86.1,76.3,53.2,60.6,No,None,Off-Campus,No,44.6,7.5,High,13.2,Business,3rd,5285.17,Fair,Good,High,63.36666666666667
4044,28,Female,Urban,High,Primary,17217.28,90.5,14.1,0.823258716,6.2,None,Yes,Both,72.2,63.1,57.7,75.1,Yes,Partial,Off-Campus,No,8.7,6.5,Moderate,16.9,Education,4th,5151.55,Excellent,Excellent,Moderate,65.3
4045,20,Female,Urban,Low,Secondary,13315.27,81.7,18.9,0.571993879,6.5,None,Yes,None,88.7,50.6,62.6,73.7,Yes,None,On-Campus,No,56.7,5.2,High,16.8,Engineering,2nd,4516.3,Excellent,Poor,Moderate,62.300000000000004
